ORD;LOGRADOURO;NÚMERO;id_imovel;ZONA;TIPO;STATUS;COMPLEMENTO;RISCO;bairro;PROCESSO;EDITAL;FOTO;LONGITUDE;LATITUDE
315;Rua Quintino Bocaiúva;S/Nº;Rua Quintino Bocaiúva, Número S/Nº (Ao lado do nº 767), Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;(Ao lado do nº 767);;Centro;00027.005788/2024-28;151-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-151-2024.jpg;-42,80638245;-5,097233271
324;Rua Arêa Leão;S/Nº;Rua Arêa Leão, Número S/Nº (Em frente ao nº 485), Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;(Em frente ao nº 485);;Centro;00027.005797/2024-19;160-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-160-2024.jpg;-42,81076589;-5,084841412
344;Rua Magalhães Filho;S/Nº;Rua Magalhães Filho, Número S/Nº (Ao lado do nº 642), Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;(Ao lado do nº 642);;Centro;00027.005816/2024-15;178-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-178-2024.jpg;-42,80443373;-5,0960336
326;Rua Arêa Leão;S/Nº;Rua Arêa Leão, Número S/Nº (Ao lado do nº 496), Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;(Ao lado do nº 496);;Centro;00027.005799/2024-16;162-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-162-2024.jpg;-42,81049406;-5,085876296
338;Rua Anísio de Abreu;S/Nº;Rua Anísio de Abreu, Número S/Nº (Ao lado do nº 770), Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;(Ao lado do nº 770);;Centro;00027.005812/2024-29;174-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-174-2024.jpg;-42,8105397;-5,082779713
228;Rua Simplício Mendes;901;Rua Simplício Mendes, Número 901 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005705/2024-09;99-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-99-2024.jpg;-42,8110844;-5,099447432
229;Rua Simplício Mendes;899;Rua Simplício Mendes, Número 899 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005707/2024-90;100-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-100-2024.jpg;-42,81110539;-5,099407688
157;Rua Félix Pacheco;1612;Rua Félix Pacheco, Número 1612 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005652/2024-18;58-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-58-2024.jpg;-42,80959715;-5,09190802
234;Rua Simplício Mendes;765;Rua Simplício Mendes, Número 765 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005708/2024-34;101-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-101-2024.jpg;-42,81162514;-5,098264684
240;Rua Barroso;805;Rua Barroso, Número 805 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005711/2024-58;103-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-103-2024.jpg;-42,81081136;-5,098372488
241;Rua Barroso;695;Rua Barroso, Número 695 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005712/2024-01;104-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-104-2024.jpg;-42,81125413;-5,097521935
242;Rua Barroso;673;Rua Barroso, Número 673 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005713/2024-47;105-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-105-2024.jpg;-42,81134372;-5,097292359
243;Rua Barroso;595;Rua Barroso, Número 595 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005715/2024-36;106-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-106-2024.jpg;-42,81166695;-5,096729041
246;Rua Barroso;528;Rua Barroso, Número 528 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005717/2024-25;108-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-108-2024.jpg;-42,81207575;-5,096320293
247;Rua Barroso;510;Rua Barroso, Número 510 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005719/2024-14;109-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-109-2024.jpg;-42,81215307;-5,096082607
141;Rua Paissandu;1367;Rua Paissandu, Número 1367 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005643/2024-27;51-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-51-2024.jpg;-42,8121283;-5,09182366
257;Rua 13 de Maio;829;Rua 13 de Maio, Número 829 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005731/2024-29;117-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-117-2024.jpg;-42,81011786;-5,098242954
261;Rua David Caldas;905;Rua David Caldas, Número 905 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005737/2024-04;120-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-120-2024.jpg;-42,80917902;-5,098568216
314;Rua Quintino Bocaiúva;873;Rua Quintino Bocaiúva, Número 873 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005787/2024-83;150-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-150-2024.jpg;-42,80834406;-5,095625074
318;Rua Arlindo Nogueira;671;Rua Arlindo Nogueira, Número 671 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005791/2024-41;154-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-154-2024.jpg;-42,80674734;-5,094967689
319;Rua Arlindo Nogueira;636;Rua Arlindo Nogueira, Número 636 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005792/2024-96;155-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-155-2024.jpg;-42,80678511;-5,094934312
370;Rua Santa Luzia;1201;Rua Santa Luzia, Número 1201 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005841/2024-91;201-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-201-2024.jpg;-42,81099986;-5,097773699
372;Rua Santa Luzia;1280;Rua Santa Luzia, Número 1280 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005843/2024-80;203-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-203-2024.jpg;-42,81027833;-5,097495334
373;Rua Santa Luzia;1319;Rua Santa Luzia, Número 1319 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005844/2024-24;204-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-204-2024.jpg;-42,8102381;-5,097453256
142;Rua Paissandu;1390;Rua Paissandu, Número 1390 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005644/2024-71;52-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-52-2024.jpg;-42,81194683;-5,0919993
143;Rua Paissandu;1394;Rua Paissandu, Número 1394 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005645/2024-16;53-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-53-2024.jpg;-42,81182956;-5,09193595
212;Rua Riachuelo;813;Rua Riachuelo, Número 813 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005687/2024-57;89-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-89-2024.jpg;-42,8134525;-5,099518331
174;Rua Olavo Bilac;1941;Rua Olavo Bilac, Número 1941 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005657/2024-41;62-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-62-2024.jpg;-42,80625301;-5,091974496
187;Rua Taumaturgo de Azevedo;265;Rua Taumaturgo de Azevedo, Número 265 , Bairro Piçarra - Teresina/PI;Sul;Casa;Abandonado;;;Piçarra;00027.005664/2024-42;69-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-69-2024.jpg;-42,80015393;-5,090425466
283;Rua 7 de Setembro;346;Rua 7 de Setembro, Número 346 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005768/2024-57;136-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-136-2024.jpg;-42,81119527;-5,092995272
298;Rua 24 de Janeiro;S/Nº;Rua 24 de Janeiro, Número S/Nº (Ao lado do nº 174), Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;(Ao lado do nº 174);;Centro;00027.005778/2024-92;141-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-141-2024.jpg;-42,80984298;-5,094077399
311;Rua Gabriel Ferreira;450;Rua Gabriel Ferreira, Número 450 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005784/2024-40;147-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-147-2024.jpg;-42,80918754;-5,093942211
312;Rua Gabriel Ferreira;599;Rua Gabriel Ferreira, Número 599 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005785/2024-94;148-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-148-2024.jpg;-42,8091253;-5,093935073
388;Rua São João;1211;Rua São João, Número 1211 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005853/2024-15;213-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-213-2024.jpg;-42,81119702;-5,096791447
267;Rua David Caldas;716;Rua David Caldas, Número 716 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005747/2024-31;124-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-124-2024.jpg;-42,81555378;-5,085598703
320;Rua Arlindo Nogueira;S/Nº;Rua Arlindo Nogueira, Número S/Nº (Ao lado do nº 600), Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;(Ao lado do nº 600);;Centro;00027.005793/2024-31;156-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-156-2024.jpg;-42,80711353;-5,094655789
333;Rua Anísio de Abreu;S/Nº;Rua Anísio de Abreu, Número S/Nº (Ao lado do nº248), Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;(Ao lado do nº248);;Centro;00027.005807/2024-16;169-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-169-2024.jpg;-42,80522846;-5,096743912
392;Rua São João;9685;Rua São João, Número 9685 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005855/2024-12;215-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-215-2024.jpg;-42,8126799;-5,09718679
399;Avenida Joaquim Ribeiro;S/Nº;Avenida Joaquim Ribeiro, Número S/Nº (Em frente ao nº 1100), Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;(Em frente ao nº 1100);;Centro;00027.005857/2024-01;217-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-217-2024.jpg;-42,81082909;-5,099879831
402;Avenida Joaquim Ribeiro;S/Nº;Avenida Joaquim Ribeiro, Número S/Nº (Ao lado do nº 2050), Bairro Nossa Sra Das Graças - Teresina/PI;Sul;Casa;Abandonado;(Ao lado do nº 2050);;Nossa Sra Das Graças;00027.005860/2024-17;220-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-220-2024.jpg;-42,80347875;-5,096783277
341;Rua Anísio de Abreu;391;Rua Anísio de Abreu, Número 391 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005815/2024-62;177-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-177-2024.jpg;-42,80586577;-5,093155811
349;Rua Coelho de Resende;S/Nº;Rua Coelho de Resende, Número S/Nº (Em frente ao nº 551), Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;(Em frente ao nº 551);;Centro;00027.005820/2024-75;182-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-182-2024.jpg;-42,80475267;-5,093932513
352;Rua Coelho de Resende;318;Rua Coelho de Resende, Número 318 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005825/2024-06;185-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-185-2024.jpg;-42,80507109;-5,090767145
353;Rua Coelho de Resende;396;Rua Coelho de Resende, Número 396 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005826/2024-42;186-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-186-2024.jpg;-42,80530176;-5,090934122
354;Rua Coelho de Resende;452;Rua Coelho de Resende, Número 452 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005827/2024-97;187-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-187-2024.jpg;-42,80509547;-5,091278707
355;Rua Coelho de Resende;S/Nº;Rua Coelho de Resende, Número S/Nº (Ao lado do nº 452), Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;(Ao lado do nº 452);;Centro;00027.005828/2024-31;188-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-188-2024.jpg;-42,80487619;-5,091888441
357;Rua Coelho de Resende;679;Rua Coelho de Resende, Número 679 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005830/2024-19;190-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-190-2024.jpg;-42,80388779;-5,094057388
358;Rua Coelho de Resende;689;Rua Coelho de Resende, Número 689 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005831/2024-55;191-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-191-2024.jpg;-42,80369721;-5,093775083
359;Rua Coelho de Resende;772;Rua Coelho de Resende, Número 772 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005832/2024-08;192-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-192-2024.jpg;-42,80362541;-5,093843091
360;Rua Des. Pires de Castro;S/Nº;Rua Des. Pires de Castro, Número S/Nº (Em frente ao nº 884), Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;(Em frente ao nº 884);;Centro;00027.005833/2024-44;193-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-193-2024.jpg;-42,80370053;-5,094531411
363;Rua Des. Pires de Castro;S/Nº;Rua Des. Pires de Castro, Número S/Nº (Esquina c/ Rua Félix Pacheco), Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;(Esquina c/ Rua Félix Pacheco);;Centro;00027.005835/2024-33;195-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-195-2024.jpg;-42,80287585;-5,094193034
379;Rua Santa Luzia;1608;Rua Santa Luzia, Número 1608 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005846/2024-13;206-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-206-2024.jpg;-42,80775233;-5,096166425
382;Rua São João;1438;Rua São João, Número 1438 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005848/2024-11;208-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-208-2024.jpg;-42,80709247;-5,096075848
385;Rua São João;S/Nº;Rua São João, Número S/Nº (Ao lado do nº 1227), Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;(Ao lado do nº 1227);;Centro;00027.005850/2024-81;210-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-210-2024.jpg;-42,81060023;-5,0962401
387;Rua São João;1224;Rua São João, Número 1224 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005852/2024-71;212-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-212-2024.jpg;-42,81126141;-5,096799353
271;Rua David Caldas;583;Rua David Caldas, Número 583 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005749/2024-21;125-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-125-2024.jpg;-42,81072509;-5,095907866
273;Rua 7 de Setembro;980;Rua 7 de Setembro, Número 980 , Bairro Vermelha - Teresina/PI;Norte;Terreno;Abandonado;;;Vermelha;00027.005751/2024-08;126-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-126-2024.jpg;-42,81079122;-5,095748819
286;Rua 24 de Janeiro;S/Nº;Rua 24 de Janeiro, Número S/Nº (Em frente ao nº 886), Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;(Em frente ao nº 886);;Centro;00027.005769/2024-00;137-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-137-2024.jpg;-42,80819328;-5,098033608
369;Rua Santa Luzia;1188;Rua Santa Luzia, Número 1188 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005840/2024-46;200-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-200-2024.jpg;-42,8117762;-5,098044941
289;Rua 24 de Janeiro;809;Rua 24 de Janeiro, Número 809 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005774/2024-12;138-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-138-2024.jpg;-42,80826304;-5,097688567
296;Rua 24 de Janeiro;433;Rua 24 de Janeiro, Número 433 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005775/2024-59;139-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-139-2024.jpg;-42,8088774;-5,095776016
309;Rua Gabriel Ferreira;426;Rua Gabriel Ferreira, Número 426 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005782/2024-51;145-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-145-2024.jpg;-42,80780163;-5,096764747
391;Rua São João;1047;Rua São João, Número 1047 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005854/2024-60;214-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-214-2024.jpg;-42,81148927;-5,096838455
398;Avenida Joaquim Ribeiro;1100;Avenida Joaquim Ribeiro, Número 1100 , Bairro Vermelha - Teresina/PI;Sul;Casa;Abandonado;;;Vermelha;00027.005856/2024-59;216-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-216-2024.jpg;-42,81217556;-5,100488759
362;Rua Des. Pires de Castro;786;Rua Des. Pires de Castro, Número 786 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005834/2024-99;194-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-194-2024.jpg;-42,80237816;-5,094712496
378;Rua Santa Luzia;1593;Rua Santa Luzia, Número 1593 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005845/2024-79;205-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-205-2024.jpg;-42,80794021;-5,096247808
384;Rua São João;1305;Rua São João, Número 1305 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005849/2024-57;209-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-209-2024.jpg;-42,80964086;-5,09587921
